District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Jayashankar,Bhupalpalle,20-Apr-21,0.0,27.5,42.2,39.9,91.4,0.0,9.6
Jayashankar,Bhupalpalle,21-Apr-21,0.0,24.8,38.3,48.6,85.7,0.0,11.7
Jayashankar,Bhupalpalle,22-Apr-21,24.7,21.5,38.8,50.7,99.9,0.0,12.1
Jayashankar,Bhupalpalle,23-Apr-21,0.0,25.4,35.1,56.8,99.9,0.0,8.7
Jayashankar,Bhupalpalle,24-Apr-21,0.0,25.6,37.4,44.4,92.2,0.0,7.7
Jayashankar,Bhupalpalle,25-Apr-21,0.0,25.0,39.7,37.5,84.9,0.0,8.6
Jayashankar,Bhupalpalle,26-Apr-21,0.0,24.8,40.5,37.8,93.7,0.0,8.4
Jayashankar,Bhupalpalle,27-Apr-21,0.0,25.7,39.8,27.7,80.3,0.0,10.2
Jayashankar,Bhupalpalle,28-Apr-21,0.0,25.5,39.9,23.6,84.7,0.0,5.2
Jayashankar,Bhupalpalle,29-Apr-21,0.0,27.0,39.6,31.4,97.7,0.0,5.6
Jayashankar,Bhupalpalle,30-Apr-21,0.0,23.3,39.7,42.0,75.9,0.0,9.8
Jayashankar,Chityal,01-Apr-21,0.0,21.4,38.9,10.7,75.8,0.0,12.7
Jayashankar,Chityal,02-Apr-21,0.0,21.7,38.5,17.3,85.1,0.0,8.0
Jayashankar,Chityal,03-Apr-21,0.0,21.8,38.8,18.6,76.5,0.0,5.7
Jayashankar,Chityal,04-Apr-21,0.0,25.3,38.1,38.1,100.0,0.0,4.5
Jayashankar,Chityal,05-Apr-21,0.0,23.8,37.3,46.8,100.0,0.0,4.6
Jayashankar,Chityal,06-Apr-21,0.0,23.0,36.9,52.4,100.0,0.0,3.6
Jayashankar,Chityal,07-Apr-21,0.0,23.5,38.1,46.6,100.0,0.0,4.2
Jayashankar,Chityal,08-Apr-21,0.0,24.1,37.8,35.8,100.0,0.0,4.5
Jayashankar,Chityal,09-Apr-21,0.0,23.8,38.3,26.6,100.0,0.0,5.2
Jayashankar,Chityal,10-Apr-21,0.0,23.6,37.0,38.4,100.0,0.0,4.3
Jayashankar,Chityal,11-Apr-21,0.0,23.8,36.3,41.2,89.9,0.0,15.2
Jayashankar,Chityal,12-Apr-21,0.0,24.5,35.4,36.4,98.1,0.0,5.1
Jayashankar,Chityal,13-Apr-21,0.0,21.4,36.4,41.2,89.0,0.0,11.4
Jayashankar,Chityal,14-Apr-21,11.7,20.5,37.9,38.1,100.0,0.0,7.5
Jayashankar,Chityal,15-Apr-21,0.0,21.7,31.5,62.2,97.6,0.0,5.6
Jayashankar,Chityal,16-Apr-21,0.0,22.9,34.7,39.7,100.0,0.0,6.7
Jayashankar,Chityal,17-Apr-21,0.0,23.8,36.7,42.5,100.0,0.0,6.7
Jayashankar,Chityal,18-Apr-21,0.0,24.2,37.4,34.3,100.0,0.0,2.8
Jayashankar,Chityal,19-Apr-21,0.0,24.7,38.7,34.0,96.6,0.0,1.0
Jayashankar,Chityal,20-Apr-21,0.0,27.3,40.1,25.3,97.3,0.0,5.6
Jayashankar,Chityal,21-Apr-21,0.0,23.9,39.8,35.3,94.6,0.0,7.2
Jayashankar,Chityal,22-Apr-21,41.1,21.9,38.5,38.1,100.0,0.0,9.1
Jayashankar,Chityal,23-Apr-21,0.0,24.2,35.9,56.9,100.0,0.0,1.3
Jayashankar,Chityal,24-Apr-21,0.0,24.7,37.4,36.7,100.0,0.1,2.4
Jayashankar,Chityal,25-Apr-21,0.0,24.2,39.1,29.3,93.6,0.0,5.6
Jayashankar,Chityal,26-Apr-21,0.0,24.2,38.5,38.7,97.0,0.0,5.6
Jayashankar,Chityal,27-Apr-21,0.0,24.7,38.8,25.3,78.2,0.0,6.5
Jayashankar,Chityal,28-Apr-21,0.0,24.1,38.4,17.8,94.1,0.0,5.1
Jayashankar,Chityal,29-Apr-21,0.0,25.4,39.2,24.6,100.0,0.0,0.3
Jayashankar,Chityal,30-Apr-21,0.0,22.8,39.7,32.0,84.9,0.0,11.9
Jayashankar,Ghanapur_Mulug,01-Apr-21,0.0,22.0,40.5,17.5,73.5,0.0,9.2
Jayashankar,Ghanapur_Mulug,02-Apr-21,0.0,22.8,40.5,23.0,84.5,0.0,10.1
Jayashankar,Ghanapur_Mulug,03-Apr-21,0.0,22.3,41.7,23.0,77.2,0.0,5.9
Jayashankar,Ghanapur_Mulug,04-Apr-21,0.0,25.2,40.2,43.7,92.5,0.0,7.9
Jayashankar,Ghanapur_Mulug,05-Apr-21,0.0,24.5,38.5,47.4,91.5,0.0,5.7
Jayashankar,Ghanapur_Mulug,06-Apr-21,0.0,24.8,37.7,56.2,91.5,0.0,7.3
Jayashankar,Ghanapur_Mulug,07-Apr-21,0.0,24.8,38.1,51.5,91.2,0.0,11.4
Jayashankar,Ghanapur_Mulug,08-Apr-21,0.0,24.4,39.5,34.8,92.6,0.0,8.4
Jayashankar,Ghanapur_Mulug,09-Apr-21,0.0,24.6,38.3,45.1,85.3,0.0,8.3
Jayashankar,Ghanapur_Mulug,10-Apr-21,0.0,24.5,37.4,42.1,89.8,0.0,8.8
Jayashankar,Ghanapur_Mulug,11-Apr-21,0.0,24.1,37.7,48.0,84.5,0.0,12.9
Jayashankar,Ghanapur_Mulug,12-Apr-21,0.0,25.1,37.4,41.0,88.8,0.0,3.8
Jayashankar,Ghanapur_Mulug,13-Apr-21,6.3,21.3,39.1,45.4,96.4,0.0,10.8
Jayashankar,Ghanapur_Mulug,14-Apr-21,24.5,21.0,37.7,46.2,97.4,0.0,13.3
Jayashankar,Ghanapur_Mulug,15-Apr-21,0.0,21.9,32.9,61.4,93.1,0.0,4.9
Jayashankar,Ghanapur_Mulug,16-Apr-21,0.0,23.8,37.2,39.8,92.1,0.0,7.0
Jayashankar,Ghanapur_Mulug,17-Apr-21,0.0,24.9,38.5,39.2,93.1,0.0,5.6
Jayashankar,Ghanapur_Mulug,18-Apr-21,0.0,25.2,39.7,39.0,90.1,0.0,10.0
Jayashankar,Ghanapur_Mulug,19-Apr-21,0.0,24.9,38.0,48.6,91.2,0.0,6.4
Jayashankar,Ghanapur_Mulug,20-Apr-21,0.0,27.5,42.2,37.5,85.3,0.0,9.0
Jayashankar,Ghanapur_Mulug,21-Apr-21,0.0,24.4,38.3,48.6,86.4,0.0,12.4
Jayashankar,Ghanapur_Mulug,22-Apr-21,47.4,21.5,38.8,51.9,99.5,0.0,9.2
Jayashankar,Ghanapur_Mulug,23-Apr-21,0.0,24.7,35.8,58.8,89.6,0.0,6.0
Jayashankar,Ghanapur_Mulug,24-Apr-21,0.0,25.3,39.4,46.0,92.1,0.0,0.9
Jayashankar,Ghanapur_Mulug,25-Apr-21,0.0,25.0,39.9,41.9,82.4,0.0,7.1
Jayashankar,Ghanapur_Mulug,26-Apr-21,0.0,24.8,40.5,37.8,91.0,0.0,4.4
Jayashankar,Ghanapur_Mulug,27-Apr-21,0.0,24.1,38.7,30.0,75.9,0.0,9.6
Jayashankar,Ghanapur_Mulug,28-Apr-21,0.0,25.0,40.1,24.4,69.2,0.0,5.1
Jayashankar,Ghanapur_Mulug,29-Apr-21,0.0,26.0,40.9,33.4,93.9,0.0,5.5
Jayashankar,Ghanapur_Mulug,30-Apr-21,0.0,22.9,38.2,47.4,83.1,0.0,12.1
Jayashankar,Kataram,01-Apr-21,0.0,20.8,40.0,23.4,79.0,0.0,7.1
Jayashankar,Kataram,02-Apr-21,0.0,22.1,39.9,27.1,82.6,0.0,10.0
Jayashankar,Kataram,03-Apr-21,0.0,21.1,41.7,17.3,80.5,0.0,6.1
Jayashankar,Kataram,04-Apr-21,0.0,25.5,38.3,34.5,90.6,0.0,8.4
Jayashankar,Kataram,05-Apr-21,0.0,23.1,36.9,46.4,93.8,0.0,8.5
Jayashankar,Kataram,06-Apr-21,0.0,23.3,37.2,46.9,89.9,0.0,13.7
Jayashankar,Kataram,07-Apr-21,0.0,23.5,37.6,44.9,90.3,0.0,13.6
Jayashankar,Kataram,08-Apr-21,0.0,25.1,37.9,35.2,92.0,0.0,10.5
Jayashankar,Kataram,09-Apr-21,0.0,25.2,38.6,31.8,85.6,0.0,9.9
Jayashankar,Kataram,10-Apr-21,0.0,25.0,36.8,35.6,89.2,0.0,14.7
Jayashankar,Kataram,11-Apr-21,0.0,23.6,36.6,41.0,86.5,0.0,19.3
Jayashankar,Kataram,12-Apr-21,0.0,24.0,36.6,32.8,88.0,0.0,9.6
Jayashankar,Kataram,13-Apr-21,2.0,22.0,37.5,39.7,97.8,0.0,16.7
Jayashankar,Kataram,14-Apr-21,0.5,22.0,37.9,40.8,93.7,0.0,14.7
Jayashankar,Kataram,15-Apr-21,0.0,22.0,32.6,51.6,95.5,0.0,11.3
Jayashankar,Kataram,16-Apr-21,0.0,22.7,35.7,35.0,95.9,0.0,11.4
Jayashankar,Kataram,17-Apr-21,0.0,25.1,37.7,29.6,93.1,0.0,8.9
Jayashankar,Kataram,18-Apr-21,0.0,24.6,37.4,39.1,90.9,0.0,9.3
Jayashankar,Kataram,19-Apr-21,0.0,24.2,38.6,38.5,93.1,0.0,11.4
Jayashankar,Kataram,20-Apr-21,0.0,28.2,40.1,26.2,84.7,0.0,8.5
Jayashankar,Kataram,21-Apr-21,0.0,25.1,38.7,41.2,80.8,0.0,14.0
Jayashankar,Kataram,22-Apr-21,19.2,22.8,38.3,41.8,97.5,0.0,16.6
Jayashankar,Kataram,23-Apr-21,0.0,25.3,36.3,49.4,97.4,0.0,6.6
Jayashankar,Kataram,24-Apr-21,0.0,25.1,38.1,37.0,90.7,0.0,8.4
Jayashankar,Kataram,25-Apr-21,0.0,25.3,39.2,27.3,83.8,0.0,6.2
Jayashankar,Kataram,26-Apr-21,0.0,24.9,39.0,33.3,86.2,0.0,9.4
Jayashankar,Kataram,27-Apr-21,0.0,25.4,39.4,21.5,66.0,0.0,17.9
Jayashankar,Kataram,28-Apr-21,0.0,23.5,40.0,23.5,83.5,0.0,4.8
Jayashankar,Kataram,29-Apr-21,0.0,25.1,41.6,21.0,87.6,0.0,5.1
Jayashankar,Kataram,30-Apr-21,0.0,23.5,39.4,33.1,72.4,0.0,15.0
Jayashankar,Mahadevpur,01-Apr-21,0.0,21.6,41.9,9.4,73.2,0.0,6.2
Jayashankar,Mahadevpur,02-Apr-21,0.0,23.3,41.9,10.8,76.2,0.0,11.9
Jayashankar,Mahadevpur,03-Apr-21,0.0,21.9,41.8,6.6,68.8,0.0,6.7
Jayashankar,Mahadevpur,04-Apr-21,0.0,26.2,39.3,26.0,85.7,0.0,7.1
Jayashankar,Mahadevpur,05-Apr-21,0.0,24.1,37.5,41.6,85.5,0.0,8.3
Jayashankar,Mahadevpur,06-Apr-21,0.0,23.9,37.5,46.1,84.0,0.0,3.1
Jayashankar,Mahadevpur,07-Apr-21,0.2,22.8,38.6,39.7,100.0,0.0,22.3
Jayashankar,Mahadevpur,08-Apr-21,0.0,23.3,38.5,26.2,88.8,0.0,5.9
Jayashankar,Mahadevpur,09-Apr-21,0.0,25.9,39.1,26.9,89.2,0.0,7.0
Jayashankar,Mahadevpur,10-Apr-21,0.0,25.6,38.8,26.4,88.7,0.0,5.2
Jayashankar,Mahadevpur,11-Apr-21,0.0,23.1,38.2,36.4,82.5,0.0,14.6
Jayashankar,Mahadevpur,12-Apr-21,0.0,23.7,37.2,32.3,90.7,0.0,8.4
Jayashankar,Mahadevpur,13-Apr-21,8.1,22.1,38.3,34.8,96.2,0.0,11.8
Jayashankar,Mahadevpur,14-Apr-21,1.4,22.7,37.2,36.9,88.9,0.0,14.7
Jayashankar,Mahadevpur,15-Apr-21,0.0,23.3,34.7,51.1,82.4,0.0,13.9
Jayashankar,Mahadevpur,16-Apr-21,0.0,23.3,36.4,30.2,95.4,0.0,11.2
Jayashankar,Mahadevpur,17-Apr-21,0.0,25.3,38.1,26.7,87.9,0.0,7.7
Jayashankar,Mahadevpur,18-Apr-21,0.0,24.7,38.5,33.4,87.4,0.0,9.3
Jayashankar,Mahadevpur,19-Apr-21,0.0,23.9,40.3,33.1,88.7,0.0,10.2
Jayashankar,Mahadevpur,20-Apr-21,0.0,28.1,41.0,24.1,93.0,0.0,7.1
Jayashankar,Mahadevpur,21-Apr-21,0.0,25.9,39.6,38.2,75.9,0.0,15.3
Jayashankar,Mahadevpur,22-Apr-21,9.8,22.7,39.7,39.7,100.0,0.0,21.5
Jayashankar,Mahadevpur,23-Apr-21,0.0,25.5,37.8,43.9,100.0,0.0,6.4
Jayashankar,Mahadevpur,24-Apr-21,0.0,25.1,38.5,39.0,89.9,0.0,4.8
Jayashankar,Mahadevpur,25-Apr-21,0.0,25.2,39.9,17.0,80.8,0.0,5.7
Jayashankar,Mahadevpur,26-Apr-21,0.0,25.6,40.2,30.5,81.5,0.0,8.1
Jayashankar,Mahadevpur,27-Apr-21,0.0,26.8,40.2,17.0,63.7,0.0,13.9
Jayashankar,Mahadevpur,28-Apr-21,0.0,23.3,40.3,14.1,84.9,0.0,12.7
Jayashankar,Mahadevpur,29-Apr-21,0.0,25.1,42.0,12.2,94.1,0.0,7.5
Jayashankar,Mahadevpur,30-Apr-21,0.0,23.7,41.0,24.8,80.5,0.0,19.4
Jayashankar,Malharrao,01-Apr-21,0.0,19.8,40.0,17.0,80.8,0.0,12.7
Jayashankar,Malharrao,02-Apr-21,0.0,21.7,39.7,20.2,80.0,0.0,11.9
Jayashankar,Malharrao,03-Apr-21,0.0,21.1,40.3,21.0,79.9,0.0,11.0
Jayashankar,Malharrao,04-Apr-21,0.0,24.5,38.0,39.7,96.1,0.0,14.8
Jayashankar,Malharrao,05-Apr-21,0.0,23.6,36.8,47.4,97.2,0.0,18.8
Jayashankar,Malharrao,06-Apr-21,0.0,22.8,36.8,52.0,94.6,0.0,18.7
Jayashankar,Malharrao,07-Apr-21,0.0,23.0,38.3,43.7,96.8,0.0,9.6
Jayashankar,Malharrao,08-Apr-21,0.0,24.3,38.4,34.1,96.6,0.0,10.3
Jayashankar,Malharrao,09-Apr-21,0.0,24.1,37.9,31.1,87.5,0.0,17.1
Jayashankar,Malharrao,10-Apr-21,0.0,24.3,37.1,33.7,94.3,0.0,21.7
Jayashankar,Malharrao,11-Apr-21,0.0,23.1,37.3,38.1,90.2,0.0,23.3
Jayashankar,Malharrao,12-Apr-21,0.0,24.0,35.6,40.2,90.0,0.0,11.1
Jayashankar,Malharrao,13-Apr-21,5.5,21.7,37.1,37.1,98.3,0.0,15.8
Jayashankar,Malharrao,14-Apr-21,5.1,22.0,36.6,42.2,96.3,0.0,13.6
Jayashankar,Malharrao,15-Apr-21,0.0,22.2,32.7,55.3,97.5,0.0,6.2
Jayashankar,Malharrao,16-Apr-21,0.0,22.8,35.7,35.4,97.8,0.0,7.1
Jayashankar,Malharrao,17-Apr-21,0.0,24.3,38.6,26.8,97.5,0.0,10.2
Jayashankar,Malharrao,18-Apr-21,0.0,23.8,38.0,34.4,97.5,0.0,11.2
Jayashankar,Malharrao,19-Apr-21,0.0,24.3,38.6,36.3,96.1,0.0,9.2
Jayashankar,Malharrao,20-Apr-21,0.0,28.0,40.7,24.2,87.1,0.0,10.9
Jayashankar,Malharrao,21-Apr-21,0.0,24.4,38.8,38.9,86.3,0.0,15.1
Jayashankar,Malharrao,22-Apr-21,9.2,22.5,38.6,38.3,99.0,0.0,12.7
Jayashankar,Malharrao,23-Apr-21,0.0,25.0,36.8,45.3,95.8,0.0,13.6
Jayashankar,Malharrao,24-Apr-21,0.0,24.9,38.1,31.8,95.1,0.0,7.7
Jayashankar,Malharrao,25-Apr-21,0.0,25.1,40.8,24.8,88.6,0.0,8.4
Jayashankar,Malharrao,26-Apr-21,0.0,25.4,39.7,28.1,83.1,0.0,8.6
Jayashankar,Malharrao,27-Apr-21,0.0,25.8,40.2,19.9,69.4,0.0,24.3
Jayashankar,Malharrao,28-Apr-21,0.0,23.7,40.1,21.3,83.6,0.0,15.0
Jayashankar,Malharrao,29-Apr-21,0.0,25.5,41.2,18.3,90.8,0.0,7.0
Jayashankar,Malharrao,30-Apr-21,0.0,23.3,41.0,27.2,78.8,0.0,13.4
Jayashankar,Mogullapalle,01-Apr-21,0.0,20.7,39.6,25.4,75.8,0.0,11.7
Jayashankar,Mogullapalle,02-Apr-21,0.0,21.4,39.9,33.1,91.1,0.0,10.8
Jayashankar,Mogullapalle,03-Apr-21,0.0,21.5,40.0,29.7,89.5,0.0,9.0
Jayashankar,Mogullapalle,04-Apr-21,0.0,25.6,36.6,50.5,97.6,0.3,17.0
Jayashankar,Mogullapalle,05-Apr-21,0.0,23.4,37.3,55.6,98.2,0.0,9.9
Jayashankar,Mogullapalle,06-Apr-21,0.0,22.8,36.2,64.0,96.5,0.3,9.1
Jayashankar,Mogullapalle,07-Apr-21,0.0,23.2,37.0,59.7,99.6,0.2,10.4
Jayashankar,Mogullapalle,08-Apr-21,0.0,24.0,36.1,51.2,90.6,1.3,8.9
Jayashankar,Mogullapalle,09-Apr-21,0.0,23.4,36.8,39.9,96.9,0.6,10.4
Jayashankar,Mogullapalle,10-Apr-21,0.0,23.7,34.8,50.4,96.9,0.9,11.0
Jayashankar,Mogullapalle,11-Apr-21,0.0,23.9,37.0,50.5,86.3,0.0,16.2
Jayashankar,Mogullapalle,12-Apr-21,0.0,23.8,35.7,47.5,96.9,0.0,8.0
Jayashankar,Mogullapalle,13-Apr-21,0.0,22.7,37.2,47.3,91.1,0.0,15.9
Jayashankar,Mogullapalle,14-Apr-21,15.9,20.7,37.3,44.7,99.9,0.0,13.4
Jayashankar,Mogullapalle,15-Apr-21,0.0,21.4,34.6,63.2,98.6,0.0,10.4
Jayashankar,Mogullapalle,16-Apr-21,0.0,22.7,37.3,43.5,99.2,0.0,11.7
Jayashankar,Mogullapalle,17-Apr-21,0.0,23.9,37.3,42.1,98.6,0.0,12.5
Jayashankar,Mogullapalle,18-Apr-21,0.0,23.8,37.4,40.4,98.9,0.0,8.8
Jayashankar,Mogullapalle,19-Apr-21,0.0,24.1,39.9,43.2,96.9,0.0,8.5
Jayashankar,Mogullapalle,20-Apr-21,0.0,26.7,41.5,39.4,92.5,0.0,10.8
Jayashankar,Mogullapalle,21-Apr-21,0.0,24.0,39.9,46.4,92.2,0.4,12.8
Jayashankar,Mogullapalle,22-Apr-21,54.4,22.4,40.0,47.6,100.0,0.0,3.4
Jayashankar,Mogullapalle,23-Apr-21,0.0,23.7,36.1,49.3,99.0,0.0,6.5
Jayashankar,Mogullapalle,24-Apr-21,0.0,24.3,38.4,37.1,94.6,0.0,0.1
Jayashankar,Mogullapalle,25-Apr-21,0.0,24.6,40.6,28.4,84.6,0.0,7.6
Jayashankar,Mogullapalle,26-Apr-21,0.0,24.1,39.4,34.2,88.6,0.0,0.1
Jayashankar,Mogullapalle,27-Apr-21,0.0,23.2,40.4,24.0,81.6,0.3,9.2
Jayashankar,Mogullapalle,28-Apr-21,0.0,23.1,39.3,23.3,89.1,0.0,8.0
Jayashankar,Mogullapalle,29-Apr-21,0.0,24.0,42.1,27.2,96.3,0.0,5.9
Jayashankar,Mogullapalle,30-Apr-21,0.0,22.0,40.6,35.6,82.6,0.0,0.1
Jayashankar,Mutharam_Mahadevpur,01-Apr-21,0.0,20.4,40.6,15.6,65.5,0.0,15.3
Jayashankar,Mutharam_Mahadevpur,02-Apr-21,0.0,21.8,40.6,19.8,67.8,0.0,14.9
Jayashankar,Mutharam_Mahadevpur,03-Apr-21,0.0,22.0,41.7,15.8,65.9,0.0,14.5
Jayashankar,Mutharam_Mahadevpur,04-Apr-21,0.0,26.2,38.9,32.8,75.6,0.0,13.0
Jayashankar,Mutharam_Mahadevpur,05-Apr-21,0.0,23.9,37.5,40.2,69.8,0.0,12.6
Jayashankar,Mutharam_Mahadevpur,06-Apr-21,0.0,24.0,37.6,40.2,74.9,0.0,14.5
Jayashankar,Mutharam_Mahadevpur,07-Apr-21,0.0,23.8,39.0,42.9,73.6,0.0,20.7
Jayashankar,Mutharam_Mahadevpur,08-Apr-21,0.0,25.4,37.8,32.1,70.4,0.0,13.3
Jayashankar,Mutharam_Mahadevpur,09-Apr-21,0.0,26.1,38.0,33.5,75.6,0.0,15.2
Jayashankar,Mutharam_Mahadevpur,10-Apr-21,0.0,26.3,38.1,25.1,70.4,0.0,14.1
Jayashankar,Mutharam_Mahadevpur,11-Apr-21,0.0,23.5,37.8,37.3,72.1,0.0,28.9
Jayashankar,Mutharam_Mahadevpur,12-Apr-21,0.0,26.2,37.2,34.2,69.9,0.0,10.5
Jayashankar,Mutharam_Mahadevpur,13-Apr-21,2.3,23.0,38.1,39.1,85.0,0.0,20.1
Jayashankar,Mutharam_Mahadevpur,14-Apr-21,1.0,22.8,38.2,34.2,77.8,0.0,20.6
Jayashankar,Mutharam_Mahadevpur,15-Apr-21,0.0,22.7,33.1,45.8,72.6,0.0,17.3
Jayashankar,Mutharam_Mahadevpur,16-Apr-21,0.0,23.7,36.7,31.4,75.9,0.0,15.8
Jayashankar,Mutharam_Mahadevpur,17-Apr-21,0.0,26.4,37.8,34.2,74.7,0.0,12.3
Jayashankar,Mutharam_Mahadevpur,18-Apr-21,0.0,25.4,38.4,34.2,74.9,0.0,13.8
Jayashankar,Mutharam_Mahadevpur,19-Apr-21,0.0,25.3,38.6,38.4,85.9,0.0,19.9
Jayashankar,Mutharam_Mahadevpur,20-Apr-21,0.0,28.7,40.5,33.1,73.3,0.0,15.3
Jayashankar,Mutharam_Mahadevpur,21-Apr-21,0.0,26.2,38.8,38.8,65.6,4.6,21.4
Jayashankar,Mutharam_Mahadevpur,22-Apr-21,50.0,22.7,38.5,40.2,89.0,0.0,26.5
Jayashankar,Mutharam_Mahadevpur,23-Apr-21,0.0,26.1,36.0,50.8,88.2,0.0,11.9
Jayashankar,Mutharam_Mahadevpur,24-Apr-21,0.0,25.1,38.8,33.8,73.1,0.0,8.3
Jayashankar,Mutharam_Mahadevpur,25-Apr-21,0.0,25.2,39.1,31.0,74.7,0.0,10.5
Jayashankar,Mutharam_Mahadevpur,26-Apr-21,0.0,26.2,39.8,35.8,75.1,0.0,11.4
Jayashankar,Mutharam_Mahadevpur,27-Apr-21,0.0,26.4,39.7,21.2,63.6,0.0,14.2
Jayashankar,Mutharam_Mahadevpur,28-Apr-21,0.0,24.9,39.4,22.6,66.0,0.0,12.8
Jayashankar,Mutharam_Mahadevpur,29-Apr-21,0.0,26.3,41.0,24.0,75.1,0.0,9.3
Jayashankar,Mutharam_Mahadevpur,30-Apr-21,0.0,23.8,39.7,36.4,66.5,0.0,24.8
Jayashankar,Palmela,01-Apr-21,0.0,19.1,39.4,19.0,63.6,0.0,14.8
Jayashankar,Palmela,02-Apr-21,0.0,21.5,40.5,17.1,70.3,0.0,25.5
Jayashankar,Palmela,03-Apr-21,0.0,20.5,41.2,15.6,64.3,0.0,14.3
Jayashankar,Palmela,04-Apr-21,0.0,24.9,40.5,28.6,69.1,0.0,18.1
Jayashankar,Palmela,05-Apr-21,0.0,23.2,38.2,37.7,75.7,0.0,15.4
Jayashankar,Palmela,06-Apr-21,0.0,22.1,37.9,33.7,82.5,0.0,14.4
Jayashankar,Palmela,07-Apr-21,37.0,23.5,38.0,32.5,89.4,0.0,17.5
Jayashankar,Palmela,08-Apr-21,0.0,24.0,37.9,39.6,80.7,0.0,10.1
Jayashankar,Palmela,09-Apr-21,0.0,26.2,38.5,31.2,76.2,0.0,10.0
Jayashankar,Palmela,10-Apr-21,0.0,26.1,37.8,31.2,76.9,0.0,9.6
Jayashankar,Palmela,11-Apr-21,0.0,23.0,37.8,39.7,87.9,0.0,15.0
Jayashankar,Palmela,12-Apr-21,0.0,24.5,35.8,45.1,84.7,0.0,6.8
Jayashankar,Palmela,13-Apr-21,4.5,22.9,36.6,42.8,86.8,0.0,13.1
Jayashankar,Palmela,14-Apr-21,0.0,23.1,37.2,43.3,89.9,0.0,0.8
Jayashankar,Palmela,15-Apr-21,0.0,22.6,33.2,48.9,81.4,0.0,4.6
Jayashankar,Palmela,16-Apr-21,0.0,22.9,35.6,39.7,81.1,0.0,11.8
Jayashankar,Palmela,17-Apr-21,0.0,25.3,38.1,30.8,81.8,0.0,6.7
Jayashankar,Palmela,18-Apr-21,0.0,25.3,37.6,40.6,83.9,0.0,1.5
Jayashankar,Palmela,19-Apr-21,0.0,23.8,38.7,39.2,78.3,0.0,11.8
Jayashankar,Palmela,20-Apr-21,0.0,28.4,40.1,32.1,77.4,0.0,6.5
Jayashankar,Palmela,21-Apr-21,0.0,24.9,38.4,47.4,74.7,0.0,15.4
Jayashankar,Palmela,22-Apr-21,32.8,22.7,38.5,40.3,87.4,0.0,13.3
Jayashankar,Palmela,23-Apr-21,0.0,25.9,37.2,50.8,87.4,0.0,6.5
Jayashankar,Palmela,24-Apr-21,0.0,24.4,38.1,39.4,79.1,0.0,5.8
Jayashankar,Palmela,25-Apr-21,0.0,25.1,39.4,31.4,80.3,0.0,2.0
Jayashankar,Palmela,26-Apr-21,0.0,25.6,38.9,34.2,80.0,0.0,6.1
Jayashankar,Palmela,27-Apr-21,0.0,26.0,39.1,29.9,67.5,0.0,7.3
Jayashankar,Palmela,28-Apr-21,0.0,23.4,38.8,22.8,79.7,0.0,5.7
Jayashankar,Palmela,29-Apr-21,0.0,25.5,41.0,26.3,81.6,0.0,0.9
Jayashankar,Palmela,30-Apr-21,0.0,21.6,41.8,31.4,79.4,0.0,18.6
Jayashankar,Regonda,01-Apr-21,0.0,22.3,39.9,16.5,67.6,0.0,7.5
Jayashankar,Regonda,02-Apr-21,0.0,24.1,40.0,25.7,66.3,0.0,6.1
Jayashankar,Regonda,03-Apr-21,0.0,23.2,41.5,23.6,78.8,0.0,7.3
Jayashankar,Regonda,04-Apr-21,0.0,25.9,37.5,43.9,89.6,0.0,8.4
Jayashankar,Regonda,05-Apr-21,0.0,25.2,36.2,46.9,90.0,0.0,8.0
Jayashankar,Regonda,06-Apr-21,0.0,23.6,36.6,54.1,89.2,0.0,7.0
Jayashankar,Regonda,07-Apr-21,0.0,24.2,36.4,52.4,94.7,0.0,7.2
Jayashankar,Regonda,08-Apr-21,0.0,24.1,37.7,44.0,95.2,0.0,6.4
Jayashankar,Regonda,09-Apr-21,0.0,23.7,37.1,44.5,91.3,0.0,7.0
Jayashankar,Regonda,10-Apr-21,0.0,23.8,36.0,44.7,90.2,0.0,8.5
Jayashankar,Regonda,11-Apr-21,0.0,23.0,37.5,46.8,83.1,0.0,17.8
Jayashankar,Regonda,12-Apr-21,0.0,25.0,36.3,38.7,88.6,0.0,6.8
Jayashankar,Regonda,13-Apr-21,10.6,21.4,39.0,40.9,92.9,0.0,5.1
Jayashankar,Regonda,14-Apr-21,22.3,20.8,36.4,48.4,92.8,0.0,6.9
Jayashankar,Regonda,15-Apr-21,0.0,21.6,33.1,54.7,88.3,0.0,6.2
Jayashankar,Regonda,16-Apr-21,0.0,23.6,35.1,42.3,94.3,0.0,8.0
Jayashankar,Regonda,17-Apr-21,0.0,24.2,36.8,40.4,95.4,0.0,9.0
Jayashankar,Regonda,18-Apr-21,0.0,24.7,38.4,39.6,94.3,0.0,5.3
Jayashankar,Regonda,19-Apr-21,0.0,24.9,38.0,45.5,90.6,0.0,8.1
Jayashankar,Regonda,20-Apr-21,0.0,27.0,39.9,33.3,88.4,0.0,4.1
Jayashankar,Regonda,21-Apr-21,0.0,24.0,37.4,44.8,84.6,0.0,9.7
Jayashankar,Regonda,22-Apr-21,40.6,20.9,38.4,47.1,97.7,0.0,11.7
Jayashankar,Regonda,23-Apr-21,0.0,24.3,35.6,53.0,95.3,0.0,6.0
